1	45.7876242862549	1	-999	1	1
2	26.3655673940666	1	-999	1	1
3	45.257808665745	-999	4	-999	-999
4	43.2950181695633	1	-999	1	1
5	-999	1	-999	1	1
6	-999	1	2	1	0
7	-999	1	8	1	0
8	35.7797569730319	-999	3	-999	-999
9	47.1108857016079	-999	3	-999	-999
10	-999	1	-999	1	0
11	24.8238492715172	1	9	1	0
12	-999	1	-999	1	1
13	-999	1	5	1	0
14	-999	1	-999	1	1
15	-999	1	-999	1	0
16	3.64764448301867	4	4	0	1
17	41.4856159584597	1	2	1	1
18	51.1576591711491	-999	6	-999	-999
19	-999	1	9	1	1
20	17.4012547824532	1	2	1	1
21	44.4235783254262	1	5	1	0
22	40.018008035142	1	8	1	0
23	13.9970521130599	4	6	0	1
24	47.5749459138606	1	-999	1	0
25	-999	1	-999	1	1
26	-999	2	-999	1	0
27	41.5548201764468	1	7	1	0
28	33.0899857813492	-999	9	-999	0
29	39.3128515279386	1	5	1	0
30	43.67308426206	-999	9	-999	-999
31	-999	1	3	1	1
32	-999	1	-999	1	0
33	45.289874024922	1	5	1	0
34	44.2531522810459	1	-999	1	0
35	-999	1	7	1	0
36	39.494036774151	1	9	1	0
37	-999	1	-999	1	1
38	-999	1	4	1	1
39	36.4282050144393	1	1	1	1
40	37.2893523187377	4	-999	0	1
41	53.9228604084346	-999	3	-999	1
42	33.7333015806507	1	7	1	1
43	32.0864355252124	1	7	1	1
44	-999	1	-999	1	1
45	53.4509096492548	2	8	1	0
46	-999	1	7	1	1
47	-999	1	-999	1	1
48	-999	1	7	1	1
49	-999	1	6	1	1
50	-999	1	2	1	1
51	28.8640521336347	1	7	1	1
52	24.5350377997383	1	4	1	1
53	46.6495570598636	-999	6	-999	1
54	42.6820199578069	-999	5	-999	0
55	50.4343603679445	-999	1	-999	0
56	39.1470342522953	1	-999	1	0
57	-999	1	1	1	0
58	-999	1	-999	1	0
59	-999	1	-999	1	0
60	36.3835341483355	1	7	1	1
61	-999	2	-999	1	0
62	-999	1	-999	1	1
63	52.5341092203744	1	8	1	0
64	12.6046307883225	4	9	0	-999
65	56.9486295783427	-999	1	-999	-999
66	34.4865790104959	-999	1	-999	0
67	45.6323661135975	-999	2	-999	0
68	-999	1	3	1	1
69	29.5469733993523	1	4	1	1
70	38.6104718642309	1	8	1	0
71	39.5291620378848	-999	7	-999	-999
72	-999	1	-999	1	1
73	-999	1	2	1	0
74	40.5662713688798	-999	5	-999	0
