1	36.2814578388352	2	7	7	1
2	33.8107019350864	2	2	7	1
3	53.7317088283598	4	-999	8	1
4	38.7249031513929	4	4	7	1
5	40.0111238376703	1	3	1	1
6	8.83870540652424	4	9	9	1
7	31.5032516536303	3	8	5	1
8	29.2413706397638	2	11	4	1
9	51.7403915356845	2	11	6	1
10	47.9282575102989	2	9	3	1
11	41.0312545516063	3	-999	5	1
12	35.6516290635336	1	2	2	1
13	40.7949080492835	3	4	5	1
14	37.1817756737582	3	3	5	1
15	-999	2	9	4	1
16	18.7155820783228	4	4	9	1
17	43.0999873331748	2	4	3	1
18	34.2629681897815	1	9	2	1
19	22.7271546344273	4	4	7	1
20	59.7407156042755	4	2	-999	1
21	2.93490482866764	2	3	3	1
22	33.4930846812204	4	8	9	1
23	46.4769899253733	2	9	3	1
24	59.036611499032	-999	9	3	1
25	13.4538881941698	2	12	6	0
26	56.8647033392917	1	2	1	1
27	19.009978285525	4	4	7	1
28	34.4557843664661	4	4	9	1
29	44.473921566736	1	2	2	1
30	47.5186221140902	3	2	5	1
31	17.1688242531382	1	11	2	1
32	33.0681948491838	2	4	1	1
33	40.8270063281525	-999	2	7	1
34	2.56609997805208	2	4	4	0
35	38.8655092627741	3	3	8	1
36	40.8184921052307	2	11	4	1
37	9.58024650719017	2	5	9	0
38	46.2618417018093	2	2	4	1
39	47.5722907944582	1	9	3	1
40	45.789862484904	1	4	1	1
41	36.7570274830796	1	6	1	1
42	46.9942735768855	4	4	8	1
43	44.1641184906475	-999	2	8	1
44	46.4230024619028	4	4	7	1
45	35.8054333946202	3	3	5	1
46	33.1362100397237	2	10	3	0
47	34.1726408300456	4	4	7	1
48	34.6234837286174	2	9	3	1
49	10.4124198127538	2	4	4	1
50	33.0518670936581	3	4	5	1
51	35.9576389535796	1	9	-999	1
52	38.6519229572732	2	8	3	1
53	31.9268453000113	3	10	6	1
54	44.0497985018883	1	10	2	-999
55	20.8624084373005	4	4	7	1
56	-999	4	6	8	1
57	47.1883263338823	4	11	6	1
58	39.1753991206642	3	3	5	1
59	35.4460381781682	3	2	8	1
60	8.07499725744128	3	11	-999	1
61	22.6340761920437	-999	8	4	1
62	20.6443847217597	1	10	2	-999
63	28.243252356071	4	5	9	-999
64	50.9337841935921	3	8	9	1
65	-999	4	11	6	1
66	50.7970775472932	-999	2	1	1
67	19.2636705404148	2	2	4	1
68	16.6095705609769	4	4	7	1
69	34.4490989893675	2	5	1	1
70	40.5333201703615	-999	8	2	1
71	41.1104698746931	2	11	2	1
72	38.7106338127051	3	3	5	1
73	59.6332714909222	1	11	2	1
74	39.5857542140875	2	8	3	1
75	53.6913674054667	2	2	3	1
76	34.0024324625265	4	1	9	1
77	39.741629533004	4	4	-999	1
78	18.2597720022313	2	11	2	1
79	11.1695447107777	4	12	-999	1
80	-999	2	8	7	1
81	59.3324678463396	2	9	3	1
82	44.4536615882535	2	7	4	1
83	37.4114510877989	4	6	9	1
84	47.3754278309643	2	-999	7	1
85	34.3004812533036	2	8	2	1
86	-999	1	10	2	1
87	49.1579375378788	2	-999	1	1
88	43.5301881204359	2	4	1	1
89	36.2192635124084	1	11	2	-999
90	35.0146866107825	4	6	7	1
91	4.35764021426439	2	12	6	0
92	40.9727859608829	1	6	2	1
93	42.4545854497701	2	11	2	1
94	47.6381786889397	2	9	4	1
95	43.3909587345552	2	4	1	1
96	28.9797151600942	3	11	6	1
97	9.74164222320542	2	4	-999	0
98	2.75750706251711	4	6	9	1
99	34.8662882100325	2	-999	2	1
100	32.7625400105026	3	4	7	-999
101	43.8547632442787	2	11	4	1
102	47.5319973172154	2	4	1	1
103	57.9602519329637	3	5	5	1
104	17.8846363131888	3	8	5	1
105	26.4906195732765	4	-999	9	1
106	38.0785450215917	1	10	2	1
107	37.2820490829181	4	4	7	1
108	6.88431280106306	1	10	2	1
109	36.1975072652567	2	4	3	1
110	33.8282521641813	3	3	5	1
111	41.5974662380759	2	8	3	1
112	31.2085865931585	4	4	7	1
113	42.7740983427502	2	9	4	1
114	41.942610346945	2	8	3	1
115	19.2444727434777	2	11	7	1
116	21.7790743256919	4	11	9	1
117	27.9063627547584	2	7	7	1
118	42.1706785976421	1	11	2	1
119	23.2983907945454	4	4	7	1
120	39.2164287490305	2	10	4	1
121	22.948245595675	4	4	7	1
122	19.3175653670914	3	12	6	1
123	35.8190968360286	4	11	6	1
124	41.2032359950244	2	2	3	1
125	42.0427651945502	3	3	-999	1
126	27.9909211006016	3	11	6	1
127	43.487954035867	2	10	1	-999
128	29.5605970155448	2	-999	1	1
129	33.9525406528264	2	11	2	1
130	32.8318670727313	1	11	2	1
131	51.4832161671948	1	10	2	1
132	44.3867427655496	4	11	-999	1
133	46.434304907918	2	6	7	1
134	42.1773593991529	3	3	5	1
135	44.1379443670157	2	9	4	1
136	2.39534838683903	1	9	2	1
137	36.7522689073812	3	4	5	-999
138	55.9644191302359	2	4	7	1
139	24.679174575489	3	12	6	1
140	49.9116739057936	1	11	2	1
141	34.5905111166649	2	4	4	1
142	47.3861576199997	4	10	8	-999
143	19.0814342852682	2	10	4	1
144	41.5570483650081	2	6	4	1
145	32.3081912815105	2	2	3	1
146	18.939436070621	4	4	7	1
147	-999	4	6	9	1
148	34.3313404938672	3	4	7	1
149	25.1709029045887	3	5	6	1
150	36.6972023572307	2	11	4	1
151	33.254510928411	2	11	4	1
152	31.8667627379764	1	10	1	1
153	25.6697595240548	4	8	9	1
154	35.292985901935	4	11	6	1
155	20.6627197992057	4	5	5	1
156	22.6794951977208	4	4	7	1
157	17.9291246132925	2	8	4	1
158	47.1001910725608	2	4	1	1
159	46.9259845754132	-999	9	6	1
160	25.7222415884025	2	-999	1	1
161	23.432515271008	3	4	5	1
162	18.1508650328033	3	4	5	1
163	37.792260205606	3	3	5	1
164	40.7408155808225	2	11	2	1
165	47.5790062651504	2	9	4	1
166	31.7855940228328	1	11	1	1
167	46.1194159353618	3	12	6	1
168	43.5273534765001	-999	11	6	1
169	36.364024609793	4	11	6	1
170	47.7774362843484	4	5	9	1
171	44.8335786683019	3	8	5	1
172	26.3948209476657	-999	7	4	1
173	39.1671718298458	3	3	5	1
174	40.8388250397984	3	6	5	1
175	35.9422912960872	4	8	9	1
176	7.08370329393074	2	9	4	1
177	34.8663943628781	3	8	9	1
178	28.7268447880633	4	11	6	1
179	37.592581799021	1	10	2	1
180	7.71974752191454	2	12	4	0
181	25.9576054383069	2	12	1	1
182	33.0935593035538	1	10	2	1
183	35.2740526816342	3	2	5	1
184	42.2109553122427	4	2	8	1
185	40.6458072324749	2	12	-999	1
186	6.16420214110985	4	4	9	1
187	37.732557737967	3	2	5	-999
188	59.9831673926674	3	3	5	1
189	11.788237601053	1	3	2	1
190	17.234178178478	2	9	4	1
191	45.5074372722302	1	11	-999	1
192	-999	2	11	4	1
193	38.3376401828136	1	10	2	1
194	46.6828877867665	2	10	4	1
195	19.1352627002634	3	10	6	1
196	25.3380505195819	4	11	9	1
