1	0	6	2	0	2	-9	
2	1	8	3	0	4	-9	
3	0	4	-999	0	2	-9	
4	1	1	5	-999	2	37	
5	1	1	6	-999	4	18	
6	1	9	6	-999	2	-9	
7	1	1	6	0	2	45	
8	0	-9	-999	0	-9	-9	
9	1	1	-999	0	4	38	
10	1	3	3	0	3	-9	
11	1	5	8	-999	4	-9	
12	0	6	2	0	2	-9	
13	1	5	7	-999	3	-9	
14	0	-9	1	0	-9	-9	
15	1	1	5	-999	4	19	
16	1	1	3	-999	1	51	
17	0	-9	1	0	-9	-9	
18	1	-999	4	0	-999	-999	
19	1	1	4	0	2	34	
20	1	1	-999	0	1	40	
21	1	5	7	0	3	-9	
22	1	1	5	0	3	39	
23	1	7	5	-999	2	-9	
24	0	-9	1	0	-9	-9	
25	1	1	3	0	4	28	
26	0	-9	1	-999	-9	-9	
27	0	-9	1	-999	-9	-9	
28	1	1	4	0	3	45	
29	1	1	3	0	3	43	
30	1	7	4	0	1	-9	
31	1	1	4	-999	2	17	
32	0	-9	1	0	-9	-9	
33	1	3	5	0	4	-9	
34	0	-9	1	0	-9	-9	
35	1	1	6	-999	4	26	
36	1	4	2	0	2	10	
37	0	1	2	0	2	36	
38	1	3	5	0	4	-9	
39	1	8	5	-999	4	-9	
40	1	3	3	0	1	-9	
41	1	5	6	0	1	-9	
42	1	8	4	-999	-9	-9	
43	0	-999	1	0	-999	-999	
44	1	1	5	-999	2	53	
45	1	1	-999	0	4	11	
46	1	1	6	0	1	27	
47	1	1	4	0	3	37	
48	1	1	3	-999	3	41	
49	1	7	6	-999	4	-9	
50	1	5	7	-999	3	-9	
51	1	4	2	0	2	14	
52	0	-9	1	0	-9	-9	
53	1	1	4	0	1	34	
54	1	1	-999	0	1	46	
55	1	-999	5	0	-999	-999	
56	1	1	2	-999	4	46	
57	1	1	2	0	4	35	
58	1	6	2	0	2	-9	
59	1	8	4	0	4	-9	
60	1	1	2	0	3	38	
61	0	-9	1	-999	-9	-9	
62	1	9	4	-999	4	-9	
63	1	1	-999	0	4	31	
64	1	-999	3	0	-999	-999	
65	0	-9	1	0	-9	-9	
66	0	-9	-999	0	-9	-9	
67	0	-9	1	0	-9	-9	
68	1	1	5	-999	2	20	
69	1	1	-999	0	3	34	
70	1	-999	1	0	-999	-999	
71	1	-999	3	0	-999	-999	
72	1	3	3	0	3	-9	
73	1	5	7	-999	2	-9	
74	1	1	3	0	4	46	
75	1	5	7	-999	4	-9	
76	1	-999	6	0	-999	-999	
77	1	5	8	-999	4	-9	
78	1	1	5	0	4	42	
79	0	-9	1	0	-9	-9	
80	1	1	5	0	3	12	
81	1	5	-999	0	3	-9	
82	1	-999	-999	0	-999	-999	
83	1	5	8	0	-9	-9	
84	1	5	8	0	-9	-9	
85	1	3	4	0	3	-9	
86	1	1	5	0	2	38	
87	1	-999	3	0	-999	-999	
88	0	4	5	-999	2	38	
89	1	2	6	-999	2	57	
90	0	-9	2	-999	-9	-9	
91	0	-9	1	0	-9	-9	
92	0	-9	1	0	-9	-9	
93	1	3	6	0	4	-9	
94	1	8	5	0	3	-9	
95	1	3	2	-999	3	-9	
96	1	-999	5	0	-999	-999	
97	1	1	5	0	4	47	
98	1	5	6	-999	3	-9	
99	0	6	2	0	2	-9	
100	1	5	7	-999	4	-9	
101	1	-999	-999	0	-999	-999	
102	1	2	2	-999	4	59	
103	1	1	2	0	2	46	
104	1	-999	-999	0	-999	-999	
105	1	8	3	0	4	-9	
106	1	6	2	-999	2	-9	
107	0	-9	1	-999	-9	-9	
108	0	-9	1	0	-9	-9	
109	1	5	7	0	3	-9	
110	1	-9	1	0	-9	-9	
111	0	-9	1	0	-9	-9	
112	1	3	5	-999	2	-9	
113	1	1	5	-999	4	27	
114	1	8	4	0	4	-9	
115	1	5	8	-999	4	-9	
116	1	1	5	0	4	28	
117	1	1	4	-999	4	41	
118	1	5	7	-999	3	-9	
119	1	1	4	-999	1	26	
120	1	1	3	0	4	27	
121	1	5	7	-999	4	-9	
122	0	-9	1	0	-9	-9	
123	1	-999	5	0	-999	-999	
124	1	1	4	0	2	18	
125	0	-9	1	0	-9	-9	
126	1	1	5	-999	3	39	
127	1	1	6	-999	3	34	
128	1	2	4	-999	2	56	
129	1	3	2	-999	3	-9	
130	1	1	3	-999	2	41	
131	1	5	8	-999	4	-9	
132	0	-9	1	0	-9	-9	
133	1	5	7	-999	2	-9	
134	1	1	3	0	1	36	
135	1	1	6	0	1	36	
136	1	3	3	-999	4	-9	
137	1	5	6	-999	4	-9	
138	0	-9	1	0	-9	-9	
139	1	1	8	-999	2	43	
140	1	7	5	0	4	-9	
141	1	3	5	-999	4	-9	
142	1	5	7	-999	2	-9	
143	1	1	4	0	2	31	
144	1	-9	1	0	-9	-9	
145	1	2	4	0	2	6	
146	1	5	8	0	3	-9	
147	0	-9	1	0	-9	-9	
148	1	1	6	-999	1	41	
149	1	1	4	0	4	58	
150	0	4	2	-999	2	4	
151	1	1	4	-999	1	55	
152	1	1	3	-999	2	31	
153	1	-999	7	0	-999	-999	
154	0	-9	1	0	-9	-9	
155	1	5	8	-999	4	-9	
156	1	2	4	0	1	33	
157	1	1	4	0	2	37	
158	1	5	7	-999	1	-9	
159	1	1	3	-999	2	26	
160	1	3	4	0	2	-9	
161	1	-9	1	-999	-9	-9	
162	0	-9	1	-999	-9	-9	
163	1	1	3	0	3	44	
164	1	-999	2	0	-999	-999	
165	1	-999	8	0	-999	-999	
166	1	5	6	-999	2	-9	
167	1	5	6	-999	2	-9	
168	1	1	3	-999	2	39	
169	1	1	3	0	1	41	
170	1	-999	2	0	-999	-999	
171	1	5	6	-999	2	-9	
172	1	-999	5	0	-999	-999	
173	1	8	-999	0	4	-9	
174	0	-9	1	-999	-9	-9	
175	1	1	4	0	1	34	
176	1	1	-999	0	2	58	
177	1	1	6	-999	3	51	
178	1	1	5	0	4	18	
179	0	-9	1	0	-9	-9	
180	0	-9	1	0	-9	-9	
181	0	-9	1	0	-9	-9	
182	1	1	5	-999	2	45	
183	0	-9	1	0	-9	-9	
184	1	7	3	0	3	-9	
185	1	1	6	-999	3	46	
186	1	7	3	-999	4	-9	
187	1	1	-999	0	3	38	
188	1	1	7	-999	1	7	
189	1	-999	3	1	-999	-999	
190	1	7	3	-999	3	-9	
191	1	8	6	0	4	-9	
192	1	1	5	0	4	11	
193	0	6	2	0	2	-9	
194	1	-999	4	0	-999	-999	
195	1	7	5	-999	2	-9	
196	1	1	4	-999	2	49	
197	1	1	5	-999	2	36	
198	1	1	5	-999	2	55	
199	0	6	2	-999	2	-9	
200	1	3	5	-999	4	-9	
201	0	-9	1	-999	-9	-9	
202	1	1	5	0	3	39	
203	1	1	-999	0	4	21	
204	1	5	6	0	3	-9	
205	1	5	7	-999	3	-9	
206	1	5	7	-999	4	-9	
207	1	1	3	0	2	33	
208	1	5	5	-999	4	-9	
209	1	5	7	-999	3	-9	
210	1	2	4	0	3	38	
211	1	5	7	0	4	-9	
212	0	-9	1	0	-9	-9	
213	1	1	5	-999	2	37	
214	1	8	4	0	-9	-9	
215	1	9	5	0	-9	-9	
216	0	1	3	0	2	38	
217	1	1	5	0	2	40	
218	0	-9	1	-999	-9	-9	
219	1	1	-999	0	4	37	
220	1	9	2	-999	4	-9	
221	1	1	5	-999	2	32	
222	1	5	8	-999	1	-9	
223	1	1	5	0	2	46	
224	1	1	6	-999	2	23	
225	1	5	-999	0	2	-9	
226	1	5	8	0	4	-9	
227	1	1	4	-999	2	38	
228	1	5	7	0	2	-9	
229	1	1	2	0	4	42	
230	1	5	7	-999	2	-9	
231	0	-9	1	-999	-9	-9	
232	1	1	3	-999	2	31	
233	1	1	3	-999	2	31	
234	0	6	2	0	2	-9	
235	1	5	7	-999	1	-9	
236	0	-9	1	0	-9	-9	
237	1	1	4	-999	3	39	
238	1	1	4	-999	2	41	
239	1	1	5	-999	2	31	
240	0	-9	1	0	-9	-9	
241	1	-999	1	0	-999	-999	
242	1	8	6	-999	4	-9	
243	1	-999	2	0	-999	-999	
244	0	-9	1	0	-9	-9	
245	1	3	2	0	2	-9	
246	1	1	6	-999	4	23	
247	1	5	7	0	2	-9	
248	1	7	4	-999	1	-9	
249	1	1	5	0	4	17	
250	1	3	5	0	2	-9	
251	1	1	4	-999	3	17	
252	1	5	7	-999	2	-9	
253	0	-9	1	0	-9	-9	
254	1	1	5	0	1	38	
255	1	-999	4	0	-999	-999	
256	0	6	2	0	2	-9	
257	1	1	5	0	2	37	
258	1	5	8	0	4	-9	
259	1	3	4	-999	4	-9	
260	1	5	7	-999	4	-9	
261	1	-999	2	0	-999	-999	
262	1	5	7	-999	4	-9	
263	1	9	3	-999	4	-9	
264	0	-9	1	-999	-9	-9	
265	1	1	5	-999	4	44	
266	1	3	5	-999	2	-9	
267	1	3	5	0	4	-9	
268	1	5	8	-999	2	-9	
269	1	1	3	1	4	32	
270	0	6	2	-999	2	-9	
271	1	3	5	0	3	-9	
272	1	1	2	-999	2	47	
273	1	1	5	-999	1	39	
274	0	-9	1	0	-9	-9	
275	0	6	2	0	2	-9	
276	1	6	3	-999	2	-9	
277	0	4	2	-999	2	-9	
278	1	5	6	-999	2	-9	
279	0	6	2	0	2	-9	
280	0	-9	1	-999	-9	-9	
281	1	5	8	-999	2	-9	
282	1	-9	1	-999	-9	-9	
283	1	4	2	0	2	6	
284	1	1	3	-999	3	25	
285	1	-999	4	0	-999	-999	
286	0	6	2	0	2	-9	
287	0	-9	1	0	-9	-9	
288	1	-999	4	0	-999	-999	
289	1	-9	1	0	-9	-9	
290	1	5	7	0	3	-9	
291	0	-9	2	-999	-9	-9	
292	0	-9	1	0	-9	-9	
293	1	5	6	-999	4	-9	
294	1	5	6	-999	4	-9	
295	1	1	4	0	4	45	
296	1	2	5	0	3	42	
297	1	7	3	0	2	-9	
298	1	9	6	1	4	-9	
299	1	5	7	-999	1	-9	
300	1	-999	4	0	-999	-999	
301	1	-999	-999	0	-999	-999	
302	1	1	3	1	1	42	
303	1	1	6	0	2	44	
304	0	-9	1	0	-9	-9	
305	0	-9	1	0	-9	-9	
306	0	-999	-999	0	-999	-999	
307	1	5	8	-999	4	-9	
308	1	5	6	-999	4	-9	
309	1	1	6	-999	2	28	
310	0	-9	1	0	-9	-9	
311	1	1	6	0	4	29	
312	0	1	3	-999	2	21	
313	1	1	5	-999	2	31	
314	1	1	2	0	3	23	
315	1	-999	4	0	-999	-999	
316	1	5	7	-999	2	-9	
317	1	1	5	-999	2	53	
318	0	-9	1	0	-9	-9	
319	1	1	5	0	1	32	
320	1	5	7	-999	1	-9	
321	1	1	2	0	3	28	
322	1	2	4	0	3	31	
323	1	5	8	0	1	-9	
324	1	1	5	-999	2	38	
325	1	1	5	-999	2	29	
326	1	1	2	0	3	46	
327	1	-999	5	0	-999	-999	
328	1	3	2	0	2	-9	
329	0	-9	1	0	-9	-9	
330	1	7	6	0	1	-9	
331	1	1	7	-999	4	4	
332	1	1	2	0	4	37	
333	1	1	3	-999	3	41	
334	1	3	-999	0	3	-9	
335	1	1	4	-999	2	31	
336	1	7	3	-999	2	-9	
337	0	-9	1	0	-9	-9	
338	1	1	4	-999	2	51	
339	1	3	3	-999	4	-9	
340	1	3	6	-999	3	-9	
341	1	1	3	0	4	47	
342	1	9	2	-999	4	-9	
343	1	-9	1	-999	-9	-9	
344	0	-9	1	0	-9	-9	
345	1	7	3	1	4	-9	
346	1	1	4	-999	4	29	
347	1	-9	1	0	-9	-9	
348	1	3	5	-999	4	-9	
349	1	7	4	-999	4	-9	
350	1	-999	5	0	-999	-999	
351	1	9	2	-999	4	-9	
352	1	8	5	0	3	-9	
353	1	-999	5	0	-999	-999	
354	1	5	8	-999	1	-9	
355	1	1	3	-999	2	31	
356	1	8	6	0	4	-9	
357	1	-999	-999	0	-999	-999	
358	1	1	3	-999	2	45	
359	1	1	6	-999	4	27	
360	1	3	4	1	1	-9	
361	0	-9	1	0	-9	-9	
362	0	6	2	0	2	-9	
363	1	1	4	-999	1	44	
364	1	1	6	-999	1	51	
365	1	-9	1	-999	-9	-9	
366	1	-999	3	0	-999	-999	
367	0	-9	1	0	-9	-9	
368	1	-999	3	0	-999	-999	
369	0	-9	1	0	-9	-9	
370	1	1	4	-999	2	6	
371	1	5	7	-999	3	-9	
372	1	-9	1	-999	-9	-9	
373	1	8	3	1	2	-9	
374	1	1	4	-999	3	27	
375	1	5	7	-999	1	-9	
376	1	5	8	-999	2	-9	
