1	0	6	2	0	2	-9
2	1	8	3	0	4	-9
3	0	4	-999	0	2	-9
4	-999	1	5	-999	2	37.3368278460111
5	1	1	6	-999	4	18.9438032074831
6	1	9	6	-999	2	-9
7	-999	1	6	0	2	45.5008161829319
8	0	-9	-999	0	-9	-9
9	1	1	-999	0	4	38.9019448466133
10	-999	3	3	0	3	-9
11	1	5	8	-999	4	-9
12	-999	6	2	0	2	-9
13	1	5	7	-999	3	-9
14	0	-9	1	0	-9	-9
15	1	1	5	-999	4	19.713101261761
16	1	1	3	-999	1	51.7284833290614
17	0	-9	1	0	-9	-9
18	1	-999	4	0	-999	-999
19	-999	1	4	0	2	34.8052076157182
20	1	1	-999	0	1	40.585655486444
21	1	5	7	0	3	-9
22	-999	1	5	0	3	39.9035616358742
23	1	7	5	-999	2	-9
24	-999	-9	1	0	-9	-9
25	1	1	3	0	4	28.2907439707778
26	0	-9	1	-999	-9	-9
27	0	-9	1	-999	-9	-9
28	1	1	4	0	3	45.9593532055151
29	-999	1	3	0	3	43.8078379393555
30	1	7	4	0	1	-9
31	1	1	4	-999	2	17.6829899484292
32	0	-9	1	0	-9	-9
33	-999	3	5	0	4	-9
34	0	-9	1	0	-9	-9
35	1	1	6	-999	4	26.6464453297667
36	-999	4	2	0	2	10.5466550514102
37	-999	1	2	0	2	36.7568710739724
38	-999	3	5	0	4	-9
39	-999	8	5	-999	4	-9
40	-999	3	3	0	1	-9
41	1	5	6	0	1	-9
42	-999	8	4	-999	-9	-9
43	0	-999	1	0	-999	-999
44	-999	1	5	-999	2	53.6811969329137
45	1	1	-999	0	4	11.7948402827606
46	1	1	6	0	1	27.4574297983199
47	1	1	4	0	3	37.5884534115903
48	-999	1	3	-999	3	41.97183922166
49	-999	7	6	-999	4	-9
50	1	5	7	-999	3	-9
51	-999	4	2	0	2	14.6577503234148
52	0	-9	1	0	-9	-9
53	1	1	4	0	1	34.5800500286277
54	1	1	-999	0	1	46.4294953159988
55	1	-999	5	0	-999	-999
56	-999	1	2	-999	4	46.2083584277425
57	-999	1	2	0	4	35.8474123149645
58	1	6	2	0	2	-9
59	-999	8	4	0	4	-9
60	1	1	2	0	3	38.3170713086147
61	-999	-9	1	-999	-9	-9
62	-999	9	4	-999	4	-9
63	1	1	-999	0	4	31.7509496985003
64	1	-999	3	0	-999	-999
65	0	-9	1	0	-9	-9
66	0	-9	-999	0	-9	-9
67	0	-9	1	0	-9	-9
68	1	1	5	-999	2	20.1346926423721
69	1	1	-999	0	3	34.8098820853047
70	1	-999	1	0	-999	-999
71	1	-999	3	0	-999	-999
72	1	3	3	0	3	-9
73	-999	5	7	-999	2	-9
74	1	1	3	0	4	46.4682239580434
75	-999	5	7	-999	4	-9
76	1	-999	6	0	-999	-999
77	1	5	8	-999	4	-9
78	1	1	5	0	4	42.6253045178019
79	0	-9	1	0	-9	-9
80	1	1	5	0	3	12.6208010972477
81	1	5	-999	0	3	-9
82	1	-999	-999	0	-999	-999
83	1	5	8	0	-9	-9
84	1	5	8	0	-9	-9
85	-999	3	4	0	3	-9
86	1	1	5	0	2	38.1976256917696
87	1	-999	3	0	-999	-999
88	-999	4	5	-999	2	38.9313572593965
89	-999	2	6	-999	2	57.5494300094433
90	0	-9	2	-999	-9	-9
91	0	-9	1	0	-9	-9
92	0	-9	1	0	-9	-9
93	-999	3	6	0	4	-9
94	-999	8	5	0	3	-9
95	-999	3	2	-999	3	-9
96	1	-999	5	0	-999	-999
97	-999	1	5	0	4	47.7968886992894
98	-999	5	6	-999	3	-9
99	0	6	2	0	2	-9
100	1	5	7	-999	4	-9
101	1	-999	-999	0	-999	-999
102	-999	2	2	-999	4	59.5090176411904
103	-999	1	2	0	2	46.1289270229172
104	1	-999	-999	0	-999	-999
105	1	8	3	0	4	-9
106	1	6	2	-999	2	-9
107	0	-9	1	-999	-9	-9
108	-999	-9	1	0	-9	-9
109	1	5	7	0	3	-9
110	1	-9	1	0	-9	-9
111	-999	-9	1	0	-9	-9
112	-999	3	5	-999	2	-9
113	1	1	5	-999	4	27.4473506831564
114	-999	8	4	0	4	-9
115	1	5	8	-999	4	-9
116	1	1	5	0	4	28.5614066431299
117	-999	1	4	-999	4	41.0117425392382
118	1	5	7	-999	3	-9
119	1	1	4	-999	1	26.9883446353488
120	1	1	3	0	4	27.7515246723779
121	1	5	7	-999	4	-9
122	0	-9	1	0	-9	-9
123	1	-999	5	0	-999	-999
124	1	1	4	0	2	18.716946777422
125	-999	-9	1	0	-9	-9
126	-999	1	5	-999	3	39.0906362733804
127	-999	1	6	-999	3	34.2430410496891
128	1	2	4	-999	2	56.6551998674404
129	-999	3	2	-999	3	-9
130	1	1	3	-999	2	41.4660117812455
131	1	5	8	-999	4	-9
132	0	-9	1	0	-9	-9
133	-999	5	7	-999	2	-9
134	1	1	3	0	1	36.0785763149615
135	-999	1	6	0	1	36.4348185358103
136	-999	3	3	-999	4	-9
137	-999	5	6	-999	4	-9
138	0	-9	1	0	-9	-9
139	1	1	8	-999	2	43.5834979298525
140	-999	7	5	0	4	-9
141	-999	3	5	-999	4	-9
142	-999	5	7	-999	2	-9
143	1	1	4	0	2	31.4170074756257
144	1	-9	1	0	-9	-9
145	1	2	4	0	2	6.55587342940271
146	1	5	8	0	3	-9
147	0	-9	1	0	-9	-9
148	1	1	6	-999	1	41.5287630588282
149	1	1	4	0	4	58.3005739329383
150	-999	4	2	-999	2	4.83685554470867
151	-999	1	4	-999	1	55.5957398389
152	-999	1	3	-999	2	31.5481919252779
153	1	-999	7	0	-999	-999
154	0	-9	1	0	-9	-9
155	1	5	8	-999	4	-9
156	-999	2	4	0	1	33.9851242369041
157	-999	1	4	0	2	37.5919545437209
158	1	5	7	-999	1	-9
159	1	1	3	-999	2	26.2330532721244
160	1	3	4	0	2	-9
161	1	-9	1	-999	-9	-9
162	-999	-9	1	-999	-9	-9
163	-999	1	3	0	3	44.5821728773881
164	1	-999	2	0	-999	-999
165	1	-999	8	0	-999	-999
166	1	5	6	-999	2	-9
167	1	5	6	-999	2	-9
168	1	1	3	-999	2	39.4892978346907
169	-999	1	3	0	1	41.2122013843618
170	1	-999	2	0	-999	-999
171	1	5	6	-999	2	-9
172	1	-999	5	0	-999	-999
173	1	8	-999	0	4	-9
174	-999	-9	1	-999	-9	-9
175	1	1	4	0	1	34.8041730024852
176	1	1	-999	0	2	58.3423842294142
177	-999	1	6	-999	3	51.3233587446157
178	1	1	5	0	4	18.3100429722108
179	0	-9	1	0	-9	-9
180	-999	-9	1	0	-9	-9
181	0	-9	1	0	-9	-9
182	1	1	5	-999	2	45.3418414969929
183	0	-9	1	0	-9	-9
184	1	7	3	0	3	-9
185	-999	1	6	-999	3	46.3269350391347
186	-999	7	3	-999	4	-9
187	1	1	-999	0	3	38.3298681867309
188	1	1	7	-999	1	7.8944960962981
189	1	-999	3	1	-999	-999
190	-999	7	3	-999	3	-9
191	-999	8	6	0	4	-9
192	1	1	5	0	4	11.6716225966811
193	-999	6	2	0	2	-9
194	1	-999	4	0	-999	-999
195	-999	7	5	-999	2	-9
196	-999	1	4	-999	2	49.5237800676841
197	-999	1	5	-999	2	36.0969594474882
198	1	1	5	-999	2	55.5451744131278
199	-999	6	2	-999	2	-9
200	-999	3	5	-999	4	-9
201	0	-9	1	-999	-9	-9
202	-999	1	5	0	3	39.4739178828895
203	1	1	-999	0	4	21.2642993405461
204	1	5	6	0	3	-9
205	1	5	7	-999	3	-9
206	1	5	7	-999	4	-9
207	1	1	3	0	2	33.0933280186728
208	1	5	5	-999	4	-9
209	1	5	7	-999	3	-9
210	-999	2	4	0	3	38.0200450746343
211	1	5	7	0	4	-9
212	0	-9	1	0	-9	-9
213	1	1	5	-999	2	37.2099927973468
214	-999	8	4	0	-9	-9
215	-999	9	5	0	-9	-9
216	-999	1	3	0	2	38.1925933724269
217	-999	1	5	0	2	40.771263335133
218	0	-9	1	-999	-9	-9
219	1	1	-999	0	4	37.3957915976644
220	-999	9	2	-999	4	-9
221	-999	1	5	-999	2	32.7120624899399
222	1	5	8	-999	1	-9
223	1	1	5	0	2	46.745490409201
224	-999	1	6	-999	2	23.1776431738399
225	1	5	-999	0	2	-9
226	1	5	8	0	4	-9
227	1	1	4	-999	2	38.7830586349592
228	1	5	7	0	2	-9
229	-999	1	2	0	4	42.7206010846421
230	1	5	7	-999	2	-9
231	0	-9	1	-999	-9	-9
232	-999	1	3	-999	2	31.4900218164548
233	-999	1	3	-999	2	31.9429789057467
234	0	6	2	0	2	-9
235	1	5	7	-999	1	-9
236	-999	-9	1	0	-9	-9
237	-999	1	4	-999	3	39.9369182409719
238	-999	1	4	-999	2	41.544228288345
239	1	1	5	-999	2	31.7103476580232
240	0	-9	1	0	-9	-9
241	1	-999	1	0	-999	-999
242	1	8	6	-999	4	-9
243	1	-999	2	0	-999	-999
244	0	-9	1	0	-9	-9
245	-999	3	2	0	2	-9
246	-999	1	6	-999	4	23.2803969089873
247	-999	5	7	0	2	-9
248	-999	7	4	-999	1	-9
249	1	1	5	0	4	17.4927978711203
250	-999	3	5	0	2	-9
251	1	1	4	-999	3	17.0887009422295
252	-999	5	7	-999	2	-9
253	0	-9	1	0	-9	-9
254	1	1	5	0	1	38.2986709859688
255	1	-999	4	0	-999	-999
256	0	6	2	0	2	-9
257	-999	1	5	0	2	37.0241463808343
258	1	5	8	0	4	-9
259	-999	3	4	-999	4	-9
260	-999	5	7	-999	4	-9
261	1	-999	2	0	-999	-999
262	1	5	7	-999	4	-9
263	-999	9	3	-999	4	-9
264	0	-9	1	-999	-9	-9
265	-999	1	5	-999	4	44.9754829918966
266	-999	3	5	-999	2	-9
267	1	3	5	0	4	-9
268	-999	5	8	-999	2	-9
269	1	1	3	1	4	32.4164405853953
270	-999	6	2	-999	2	-9
271	-999	3	5	0	3	-9
272	1	1	2	-999	2	47.8633897027466
273	-999	1	5	-999	1	39.6719786291942
274	0	-9	1	0	-9	-9
275	-999	6	2	0	2	-9
276	-999	6	3	-999	2	-9
277	-999	4	2	-999	2	-9
278	-999	5	6	-999	2	-9
279	-999	6	2	0	2	-9
280	0	-9	1	-999	-9	-9
281	-999	5	8	-999	2	-9
282	1	-9	1	-999	-9	-9
283	-999	4	2	0	2	6.18396938545629
284	1	1	3	-999	3	25.1557039846666
285	1	-999	4	0	-999	-999
286	-999	6	2	0	2	-9
287	0	-9	1	0	-9	-9
288	1	-999	4	0	-999	-999
289	-999	-9	1	0	-9	-9
290	1	5	7	0	3	-9
291	0	-9	2	-999	-9	-9
292	0	-9	1	0	-9	-9
293	1	5	6	-999	4	-9
294	1	5	6	-999	4	-9
295	1	1	4	0	4	45.2178882453591
296	-999	2	5	0	3	42.6638896779623
297	-999	7	3	0	2	-9
298	-999	9	6	1	4	-9
299	-999	5	7	-999	1	-9
300	1	-999	4	0	-999	-999
301	1	-999	-999	0	-999	-999
302	-999	1	3	1	1	42.4794816030189
303	1	1	6	0	2	44.891277796356
304	0	-9	1	0	-9	-9
305	0	-9	1	0	-9	-9
306	0	-999	-999	0	-999	-999
307	1	5	8	-999	4	-9
308	-999	5	6	-999	4	-9
309	-999	1	6	-999	2	28.2264000675641
310	0	-9	1	0	-9	-9
311	1	1	6	0	4	29.0995444194414
312	-999	1	3	-999	2	21.1321686455049
313	1	1	5	-999	2	31.040623113513
314	1	1	2	0	3	23.3417946193367
315	1	-999	4	0	-999	-999
316	1	5	7	-999	2	-9
317	-999	1	5	-999	2	53.3077045683749
318	0	-9	1	0	-9	-9
319	1	1	5	0	1	32.0021584739443
320	1	5	7	-999	1	-9
321	-999	1	2	0	3	28.4086426040158
322	-999	2	4	0	3	31.5672277440317
323	1	5	8	0	1	-9
324	-999	1	5	-999	2	38.7346021744888
325	1	1	5	-999	2	29.2888221088797
326	1	1	2	0	3	46.0803297443781
327	1	-999	5	0	-999	-999
328	1	3	2	0	2	-9
329	0	-9	1	0	-9	-9
330	-999	7	6	0	1	-9
331	-999	1	7	-999	4	4.78157519968227
332	1	1	2	0	4	37.7752607173752
333	1	1	3	-999	3	41.9669579165056
334	1	3	-999	0	3	-9
335	1	1	4	-999	2	31.2228172095492
336	1	7	3	-999	2	-9
337	0	-9	1	0	-9	-9
338	1	1	4	-999	2	51.8355540004559
339	1	3	3	-999	4	-9
340	-999	3	6	-999	3	-9
341	-999	1	3	0	4	47.906122732209
342	1	9	2	-999	4	-9
343	1	-9	1	-999	-9	-9
344	-999	-9	1	0	-9	-9
