1	0	1	6	2	
2	1	1	8	3	
3	0	-999	4	-999	
4	1	4	1	5	
5	1	4	1	6	
6	1	4	9	6	
7	1	1	1	6	
8	0	-999	-9	-999	
9	1	-999	1	-999	
10	0	1	3	3	
11	1	4	5	8	
12	1	1	6	2	
13	1	2	5	7	
14	0	1	-9	1	
15	1	2	1	5	
16	1	1	1	3	
17	0	1	-9	1	
18	1	2	-999	4	
19	1	1	1	4	
20	1	-999	1	-999	
21	1	2	5	7	
22	1	4	1	5	
23	1	2	7	5	
24	0	1	-9	1	
25	1	1	1	3	
26	0	1	-9	1	
27	0	1	-9	1	
28	1	1	1	4	
29	1	2	1	3	
30	1	2	7	4	
31	1	2	1	4	
32	0	1	-9	1	
33	1	1	3	5	
34	0	1	-9	1	
35	1	2	1	6	
36	0	1	4	2	
37	1	1	1	2	
38	1	2	3	5	
39	1	1	8	5	
40	1	1	3	3	
41	1	2	5	6	
42	1	1	8	4	
43	0	1	-999	1	
44	1	2	1	5	
45	1	-999	1	-999	
46	1	2	1	6	
47	1	2	1	4	
48	1	1	1	3	
49	1	2	7	6	
50	1	2	5	7	
51	0	1	4	2	
52	0	1	-9	1	
53	1	2	1	4	
54	1	-999	1	-999	
55	1	2	-999	5	
56	1	1	1	2	
57	1	1	1	2	
58	1	1	6	2	
59	1	4	8	4	
60	1	1	1	2	
61	0	1	-9	1	
62	1	5	9	4	
63	1	-999	1	-999	
64	1	1	-999	3	
65	0	1	-9	1	
66	0	-999	-9	-999	
67	0	1	-9	1	
68	1	4	1	5	
69	1	-999	1	-999	
70	1	1	-999	1	
71	1	1	-999	3	
72	1	1	3	3	
73	1	4	5	7	
74	1	1	1	3	
75	1	2	5	7	
76	1	5	-999	6	
77	1	5	5	8	
78	1	1	1	5	
79	0	1	-9	1	
80	1	2	1	5	
81	1	-999	5	-999	
82	1	-999	-999	-999	
83	1	5	5	8	
84	1	2	5	8	
85	1	4	3	4	
86	1	2	1	5	
87	1	1	-999	3	
88	1	1	4	5	
89	1	4	2	6	
90	0	1	-9	2	
91	0	1	-9	1	
92	0	1	-9	1	
93	1	2	3	6	
94	1	2	8	5	
95	1	1	3	2	
96	1	1	-999	5	
97	1	2	1	5	
98	1	2	5	6	
99	0	1	6	2	
100	1	5	5	7	
101	1	-999	-999	-999	
102	1	1	2	2	
103	1	1	1	2	
104	1	-999	-999	-999	
105	1	1	8	3	
106	1	1	6	2	
107	0	1	-9	1	
108	0	1	-9	1	
109	1	2	5	7	
110	1	1	-9	1	
111	0	1	-9	1	
112	1	1	3	5	
113	1	2	1	5	
114	1	1	8	4	
115	1	5	5	8	
116	1	2	1	5	
117	1	1	1	4	
118	1	5	5	7	
119	1	2	1	4	
120	1	1	1	3	
121	1	4	5	7	
122	0	1	-9	1	
123	1	2	-999	5	
124	1	2	1	4	
125	0	1	-9	1	
126	1	2	1	5	
127	1	2	1	6	
128	1	2	2	4	
129	1	1	3	2	
130	1	2	1	3	
131	1	5	5	8	
132	0	1	-9	1	
133	1	2	5	7	
134	1	1	1	3	
135	1	4	1	6	
136	0	1	3	3	
137	1	2	5	6	
138	0	1	-9	1	
139	1	5	1	8	
140	0	2	7	5	
141	0	4	3	5	
142	1	4	5	7	
143	1	1	1	4	
144	1	1	-9	1	
145	1	2	2	4	
146	1	2	5	8	
147	0	1	-9	1	
148	1	2	1	6	
149	1	2	1	4	
150	1	1	4	2	
151	1	2	1	4	
152	1	2	1	3	
153	1	2	-999	7	
154	0	1	-9	1	
155	1	5	5	8	
156	0	1	2	4	
157	1	2	1	4	
158	1	2	5	7	
159	1	1	1	3	
160	1	2	3	4	
161	1	1	-9	1	
162	0	1	-9	1	
163	1	1	1	3	
164	1	1	-999	2	
165	1	5	-999	8	
166	1	5	5	6	
167	1	4	5	6	
168	1	1	1	3	
169	1	1	1	3	
170	1	1	-999	2	
171	1	2	5	6	
172	1	2	-999	5	
173	1	-999	8	-999	
174	0	1	-9	1	
175	1	1	1	4	
176	1	-999	1	-999	
177	1	2	1	6	
178	1	2	1	5	
179	0	1	-9	1	
180	1	1	-9	1	
181	0	1	-9	1	
182	1	4	1	5	
183	0	1	-9	1	
184	1	2	7	3	
185	1	4	1	6	
186	1	1	7	3	
187	1	-999	1	-999	
188	1	2	1	7	
189	1	2	-999	3	
190	1	2	7	3	
191	1	2	8	6	
192	1	2	1	5	
193	1	1	6	2	
194	1	2	-999	4	
195	1	2	7	5	
196	1	4	1	4	
197	1	2	1	5	
198	1	2	1	5	
199	1	1	6	2	
200	1	4	3	5	
201	0	1	-9	1	
202	1	2	1	5	
203	1	-999	1	-999	
204	1	2	5	6	
205	1	2	5	7	
206	1	2	5	7	
207	1	1	1	3	
208	1	4	5	5	
209	1	2	5	7	
210	1	2	2	4	
211	1	5	5	7	
212	0	1	-9	1	
213	1	2	1	5	
214	1	1	8	4	
215	0	1	9	5	
216	1	2	1	3	
217	1	2	1	5	
218	0	1	-9	1	
219	1	-999	1	-999	
220	1	2	9	2	
221	1	4	1	5	
222	1	1	5	8	
223	1	2	1	5	
224	1	4	1	6	
225	1	-999	5	-999	
226	1	5	5	8	
227	1	2	1	4	
228	1	3	5	7	
229	1	1	1	2	
230	1	2	5	7	
231	0	1	-9	1	
232	1	1	1	3	
233	1	1	1	3	
234	0	1	6	2	
235	1	5	5	7	
236	0	1	-9	1	
237	1	2	1	4	
238	1	4	1	4	
239	1	2	1	5	
240	0	1	-9	1	
241	1	1	-999	1	
242	1	5	8	6	
243	1	1	-999	2	
244	0	1	-9	1	
245	1	1	3	2	
246	1	5	1	6	
247	1	2	5	7	
248	1	2	7	4	
249	1	1	1	5	
250	0	1	3	5	
251	1	3	1	4	
252	1	2	5	7	
253	0	1	-9	1	
254	1	2	1	5	
255	1	2	-999	4	
256	0	1	6	2	
257	1	2	1	5	
258	1	5	5	8	
259	0	1	3	4	
260	1	5	5	7	
261	1	1	-999	2	
262	1	1	5	7	
263	1	3	9	3	
264	0	1	-9	1	
265	1	5	1	5	
266	1	4	3	5	
267	1	2	3	5	
268	1	4	5	8	
269	1	1	1	3	
270	1	1	6	2	
271	1	1	3	5	
272	1	1	1	2	
273	1	2	1	5	
274	0	1	-9	1	
275	1	1	6	2	
276	1	1	6	3	
277	1	1	4	2	
278	1	1	5	6	
279	1	1	6	2	
280	0	1	-9	1	
281	1	5	5	8	
282	1	1	-9	1	
283	1	1	4	2	
284	1	1	1	3	
285	1	2	-999	4	
286	1	1	6	2	
287	0	1	-9	1	
288	1	2	-999	4	
289	0	1	-9	1	
290	1	2	5	7	
291	0	1	-9	2	
292	0	1	-9	1	
293	1	4	5	6	
294	1	2	5	6	
295	1	1	1	4	
296	1	2	2	5	
297	1	2	7	3	
298	1	2	9	6	
299	1	2	5	7	
300	1	1	-999	4	
301	1	-999	-999	-999	
302	1	2	1	3	
303	1	2	1	6	
304	0	1	-9	1	
305	0	1	-9	1	
306	0	-999	-999	-999	
307	1	5	5	8	
308	1	3	5	6	
309	1	2	1	6	
310	0	1	-9	1	
311	1	2	1	6	
312	1	2	1	3	
313	1	2	1	5	
314	1	1	1	2	
315	1	3	-999	4	
316	1	5	5	7	
317	1	4	1	5	
318	0	1	-9	1	
319	1	2	1	5	
320	1	2	5	7	
321	0	1	1	2	
322	1	2	2	4	
323	1	1	5	8	
324	1	2	1	5	
325	1	2	1	5	
326	1	1	1	2	
327	1	4	-999	5	
328	1	1	3	2	
329	0	1	-9	1	
330	1	4	7	6	
331	1	2	1	7	
332	1	1	1	2	
333	1	2	1	3	
334	1	-999	3	-999	
335	1	2	1	4	
336	1	2	7	3	
337	0	1	-9	1	
338	1	4	1	4	
339	1	1	3	3	
340	1	2	3	6	
341	1	1	1	3	
342	1	1	9	2	
343	1	1	-9	1	
344	0	1	-9	1	
345	1	2	7	3	
346	1	2	1	4	
347	1	1	-9	1	
348	1	4	3	5	
349	1	2	7	4	
350	1	4	-999	5	
351	1	1	9	2	
352	1	2	8	5	
