1	36	2	1	7	2	2	7	
2	33	2	1	7	2	2	2	
3	53	1	1	8	4	2	-999	
4	38	1	1	7	4	3	4	
5	40	1	1	1	1	5	3	
6	8	2	1	9	4	5	9	
7	31	1	1	5	3	5	8	
8	29	1	1	4	2	5	11	
9	51	-999	1	6	2	5	11	
10	47	2	1	3	2	5	9	
11	41	2	1	5	3	4	-999	
12	35	1	1	2	1	4	2	
13	40	1	1	5	3	3	4	
14	37	1	1	5	3	2	3	
15	32	2	1	4	2	5	9	
16	18	1	1	9	4	3	4	
17	43	2	1	3	2	4	4	
18	34	2	1	2	1	6	9	
19	22	2	1	7	4	5	4	
20	59	1	1	-999	4	4	2	
21	2	1	1	3	2	4	3	
22	33	1	1	9	4	2	8	
23	46	2	1	3	2	3	9	
24	59	1	1	3	-999	4	9	
25	13	2	0	6	2	2	12	
26	56	1	1	1	1	4	2	
27	19	2	1	7	4	5	4	
28	34	1	1	9	4	2	4	
29	44	1	1	2	1	3	2	
30	47	1	1	5	3	2	2	
31	17	2	1	2	1	4	11	
32	33	1	1	1	2	3	4	
33	40	2	1	7	-999	4	2	
34	2	2	0	4	2	2	4	
35	38	1	1	8	3	3	3	
36	40	2	1	4	2	6	11	
37	9	2	0	9	2	2	5	
38	46	1	1	4	2	8	2	
39	47	1	1	3	1	3	9	
40	45	1	1	1	1	3	4	
41	36	1	1	1	1	4	6	
42	46	1	1	8	4	4	4	
43	44	1	1	8	-999	3	2	
44	46	1	1	7	4	2	4	
45	35	1	1	5	3	-999	3	
46	33	2	0	3	2	5	10	
47	34	2	1	7	4	5	4	
48	34	2	1	3	2	3	9	
49	10	2	1	4	2	6	4	
50	33	1	1	5	3	4	4	
51	35	1	1	-999	1	6	9	
52	38	1	1	3	2	3	8	
53	31	2	1	6	3	5	10	
54	44	1	-999	2	1	4	10	
55	20	2	1	7	4	5	4	
56	24	1	1	8	4	6	6	
57	47	2	1	6	4	5	11	
58	39	1	1	5	3	6	3	
59	35	1	1	8	3	3	2	
60	8	2	1	-999	3	5	11	
61	22	2	1	4	-999	4	8	
62	20	2	-999	2	1	6	10	
63	28	2	-999	9	4	6	5	
64	50	1	1	9	3	6	8	
65	44	2	1	6	4	4	11	
66	50	1	1	1	-999	4	2	
67	19	2	1	4	2	3	2	
68	16	2	1	7	4	3	4	
69	34	2	1	1	2	3	5	
70	40	2	1	2	-999	5	8	
71	41	2	1	2	2	2	11	
72	38	1	1	5	3	4	3	
73	59	1	1	2	1	3	11	
74	39	1	1	3	2	4	8	
75	53	2	1	3	2	6	2	
76	34	-999	1	9	4	5	1	
77	39	2	1	-999	4	5	4	
78	18	-999	1	2	2	4	11	
79	11	2	1	-999	4	5	12	
80	31	1	1	7	2	5	8	
81	59	1	1	3	2	4	9	
82	44	2	1	4	2	2	7	
83	37	1	1	9	4	3	6	
84	47	2	1	7	2	3	-999	
85	34	1	1	2	2	5	8	
86	38	2	1	2	1	5	10	
87	49	1	1	1	2	4	-999	
88	43	2	1	1	2	5	4	
89	36	1	-999	2	1	6	11	
90	35	2	1	7	4	3	6	
91	4	2	0	6	2	2	12	
92	40	1	1	2	1	3	6	
93	42	2	1	2	2	4	11	
94	47	2	1	4	2	5	9	
95	43	2	1	1	2	4	4	
96	28	2	1	6	3	5	11	
97	9	1	0	-999	2	2	4	
98	2	1	1	9	4	7	6	
99	34	1	1	2	2	3	-999	
100	32	2	-999	7	3	4	4	
101	43	2	1	4	2	5	11	
102	47	1	1	1	2	4	4	
103	57	2	1	5	3	7	5	
104	17	1	1	5	3	2	8	
105	26	1	1	9	4	6	-999	
106	38	2	1	2	1	5	10	
107	37	1	1	7	4	5	4	
108	6	1	1	2	1	6	10	
109	36	1	1	3	2	5	4	
110	33	1	1	5	3	5	3	
111	41	2	1	3	2	3	8	
112	31	2	1	7	4	-999	4	
113	42	-999	1	4	2	4	9	
114	41	1	1	3	2	3	8	
115	19	2	1	7	2	-999	11	
116	21	2	1	9	4	6	11	
117	27	1	1	7	2	3	7	
118	42	2	1	2	1	3	11	
119	23	2	1	7	4	6	4	
120	39	2	1	4	2	5	10	
121	22	2	1	7	4	4	4	
122	19	2	1	6	3	2	12	
123	35	2	1	6	4	5	11	
124	41	1	1	3	2	5	2	
125	42	1	1	-999	3	4	3	
126	27	2	1	6	3	3	11	
127	43	2	-999	1	2	6	10	
128	29	2	1	1	2	6	-999	
129	33	2	1	2	2	3	11	
130	32	2	1	2	1	4	11	
131	51	1	1	2	1	6	10	
132	44	2	1	-999	4	5	11	
133	46	1	1	7	2	3	6	
134	42	1	1	5	3	4	3	
135	44	1	1	4	2	4	9	
136	2	2	1	2	1	7	9	
137	36	1	-999	5	3	3	4	
138	55	2	1	7	2	3	4	
139	24	2	1	6	3	4	12	
140	49	2	1	2	1	3	11	
141	34	2	1	4	2	3	4	
142	47	1	-999	8	4	4	10	
143	19	2	1	4	2	4	10	
144	41	1	1	4	2	7	6	
145	32	1	1	3	2	3	2	
146	18	2	1	7	4	5	4	
147	2	2	1	9	4	8	6	
148	34	2	1	7	3	5	4	
149	25	2	1	6	3	5	5	
150	36	2	1	4	2	4	11	
151	33	2	1	4	2	6	11	
152	31	2	1	1	1	5	10	
153	25	-999	1	9	4	5	8	
154	35	1	1	6	4	3	11	
155	20	2	1	5	4	5	5	
156	22	2	1	7	4	5	4	
157	17	2	1	4	2	6	8	
158	47	1	1	1	2	6	4	
159	46	2	1	6	-999	5	9	
160	25	2	1	1	2	5	-999	
161	23	1	1	5	3	5	4	
162	18	1	1	5	3	5	4	
163	37	1	1	5	3	3	3	
164	40	2	1	2	2	5	11	
165	47	1	1	4	2	3	9	
166	31	-999	1	1	1	6	11	
167	46	2	1	6	3	-999	12	
168	43	2	1	6	-999	2	11	
169	36	2	1	6	4	5	11	
170	47	1	1	9	4	2	5	
171	44	1	1	5	3	2	8	
172	26	2	1	4	-999	5	7	
173	39	1	1	5	3	5	3	
174	40	1	1	5	3	-999	6	
175	35	1	1	9	4	-999	8	
176	7	2	1	4	2	4	9	
177	34	-999	1	9	3	4	8	
178	28	2	1	6	4	6	11	
179	37	2	1	2	1	3	10	
180	7	-999	0	4	2	2	12	
181	25	1	1	1	2	4	12	
182	33	2	1	2	1	4	10	
183	35	1	1	5	3	4	2	
184	42	1	1	8	4	3	2	
185	40	2	1	-999	2	5	12	
186	6	2	1	9	4	7	4	
187	37	1	-999	5	3	6	2	
188	59	1	1	5	3	4	3	
189	11	1	1	2	1	6	3	
190	17	2	1	4	2	5	9	
191	45	2	1	-999	1	2	11	
192	32	2	1	4	2	5	11	
193	38	1	1	2	1	5	10	
194	46	2	1	4	2	5	10	
195	19	2	1	6	3	4	10	
196	25	2	1	9	4	5	11	
197	44	1	1	6	3	2	4	
198	28	2	1	-999	2	4	7	
199	39	2	1	1	2	5	8	
200	39	1	1	5	3	2	4	
201	22	2	1	9	4	6	5	
202	22	2	1	7	4	2	4	
203	41	1	1	3	2	5	6	
204	37	1	1	8	4	-999	6	
205	56	2	1	2	2	5	11	
206	47	1	1	-999	1	6	11	
207	20	2	1	4	2	3	8	
208	43	1	1	7	-999	6	2	
209	24	1	1	6	3	3	11	
210	22	2	1	4	2	6	11	
211	25	2	1	6	3	4	11	
212	2	-999	1	7	4	7	8	
213	35	1	1	5	3	3	3	
214	36	2	1	4	-999	6	8	
215	9	-999	1	9	4	5	10	
216	31	2	1	4	2	2	8	
217	22	1	1	8	4	6	2	
218	46	1	1	8	3	4	2	
219	53	1	1	5	3	2	3	
220	39	1	1	3	2	3	2	
221	27	2	1	4	2	4	7	
222	23	2	1	4	2	5	12	
223	32	2	1	4	2	5	9	
224	45	2	1	1	1	4	11	
225	45	1	1	2	1	3	3	
226	54	1	-999	5	3	5	5	
227	42	1	1	8	3	5	2	
228	45	1	1	5	3	5	2	
229	34	1	1	1	1	5	6	
230	33	2	1	6	3	4	10	
231	31	2	1	4	2	2	6	
232	27	2	1	4	2	2	4	
233	11	2	1	4	2	6	2	
234	20	1	1	8	4	6	8	
235	41	1	1	5	3	2	3	
236	18	2	1	5	4	3	5	
237	37	1	1	8	4	3	6	
238	36	2	-999	1	1	3	4	
239	20	2	1	9	4	4	10	
240	32	2	1	3	1	5	7	
241	29	1	1	7	4	2	4	
242	33	2	1	4	2	5	4	
243	33	-999	1	1	2	5	11	
244	50	1	1	9	4	-999	4	
245	42	1	1	8	3	5	4	
246	32	1	1	9	4	3	2	
247	34	1	1	9	4	4	2	
248	44	1	1	5	3	6	3	
249	36	1	1	8	4	5	8	
250	6	1	1	3	2	6	10	
251	37	1	1	5	3	6	-999	
252	40	2	1	1	1	4	2	
253	33	1	1	9	4	2	11	
254	27	2	1	7	4	5	4	
255	28	2	-999	6	4	3	11	
256	39	1	1	9	-999	5	10	
257	40	1	1	4	2	3	2	
258	26	1	1	3	2	5	12	
259	45	1	1	3	2	5	9	
260	39	2	1	6	2	2	11	
261	49	1	1	3	2	4	8	
262	28	2	1	7	4	4	4	
263	45	2	1	6	4	3	3	
264	38	2	1	6	3	2	8	
265	40	1	1	3	2	4	9	
266	49	1	1	7	2	4	4	
267	27	2	1	6	4	4	6	
268	35	1	1	8	4	6	2	
269	39	1	1	5	3	6	3	
270	37	1	1	2	1	5	2	
271	31	2	1	6	3	5	11	
272	47	1	1	5	3	2	3	
273	8	2	0	7	2	2	4	
274	19	2	1	4	2	3	11	
